name,likes,rating,review,given_reviews,pictures,local_guide,relevance_score,relevance_score_normalized,language,review_translated
Bernardita R,0,1.0,"pésimo servicio. pésimo servicio, nadie te atiende si tienes un problema, se envía mails y nadie es capaza de contestar!! quiero mi dinero de vuelta",0,0,0,0.0,0.0,es,"pésimo servicio. pésimo servicio, nadie te atiende si tienes un problema, se envía mails y nadie es capaza de contestar!! quiero mi dinero de vuelta"
Bernardo,0,4.0,viaje confortable. el avion y el vuelo muy buenos. en ambos vuelos se cumplieron  los horarios y la atencion muy buena tarifa muy accesible. volveria a usar esta aerolinea,0,0,0,0.0,0.0,es,viaje confortable. el avion y el vuelo muy buenos. en ambos vuelos se cumplieron  los horarios y la atencion muy buena tarifa muy accesible. volveria a usar esta aerolinea
Bernardo9747,0,5.0,"servicio de primera "" a bajo costo"". excelente servicio,puntualidad, atención ,chek in muy fácil y rápido, 

el trato del personal tanto "" de tierra como el de cabina es súper amable, muy ameno y super profesional
altamente recomendable
volveré a "" tomarlo """,0,0,0,0.0,0.0,es,"servicio de primera "" a bajo costo"". excelente servicio,puntualidad, atención ,chek in muy fácil y rápido, 

el trato del personal tanto "" de tierra como el de cabina es súper amable, muy ameno y super profesional
altamente recomendable
volveré a "" tomarlo """
Bertrand B,0,1.0,"last flight of the day canceled: no hotel night refund or commercial gesture. vol annulé: pas de prise en charge de la nuit d'hotel perdue à buenos aires- 
flight canceled: no support for the lost hotel night in buenos aires

our flybondi flight to iguazu was canceled due to a technical breakdown, last flight of the day. i immediately notified the hotel by email and the hotelopia agency (hotelbed) to ask them for a commercial gesture in the event of force majeure. neither the hotel nor hotelopia responded to us. 
we were able to take the flight the next day, i went directly to the hotel to explain to them directly, they told me that i had to check with the booking agency hotelbed.com while encouraging me to take the room for the day, deliberately not understanding my request.
i contacted hotelbed back in france, they told me it was not up to them to decide, they contacted the hotel which did not want to know anything, no action.
flybondi does not want to reimburse us for this hotel night or make a commercial gesture to us and is content to just apologize
we lost a night without any commercial gesture.",0,0,0,0.0,0.0,en,"Último vuelo del día cancelado: sin reembolso nocturno del hotel o gesto comercial.Vol Annulé: pas de premio en cargo de la nuit d'hotel perdue à Buenos Aires-
Vuelo cancelado: no hay apoyo para la noche del hotel perdido en Buenos Aires

Nuestro vuelo de Flybondi a Iguazu fue cancelado debido a un desglose técnico, último vuelo del día.Inmediatamente noté al hotel por correo electrónico y a la Agencia Hotelopia (hotelada) para pedirles un gesto comercial en caso de mayor fuerza.Ni el hotel ni la hotelopia nos respondieron.
Pudimos tomar el vuelo al día siguiente, fui directamente al hotel para explicarles directamente, me dijeron que tenía que consultar con la agencia de reservas hotelbed.com mientras me animaba a tomar el cuarto por el día, deliberadamenteno entiendo mi solicitud.
Me puse en contacto con Hotelbed en Francia, me dijeron que no dependía de ellos decidir, se contactaron con el hotel que no quería saber nada, sin acción.
Flybondi no quiere reembolsarnos por esta noche de hotel o hacer un gesto comercial para nosotros y se contenta con disculparse
Perdimos una noche sin ningún gesto comercial."
Betiana Tetti,3,5.0,". la verdad que siempre que viajé flybondi fue todo excelente. la cordialidad, la puntualidad, la flota. la mejor aerolínea de argentina me atrevería a decir. los elijo hoy y siempre 💖 gracias por acercar la posibilidad de viajar a las clases populares. mi mamá viajó por primera vez en avión gracias a ustedes, tiene 62 años y estaba muerta de miedo, al final le encantó viajar. ambas conocimos ushuaia y la nieve por primera vez en la vida. gracias infinitas 😊",703,3139,1,368.59499999999997,0.7147608059105275,es,". la verdad que siempre que viajé flybondi fue todo excelente. la cordialidad, la puntualidad, la flota. la mejor aerolínea de argentina me atrevería a decir. los elijo hoy y siempre 💖 gracias por acercar la posibilidad de viajar a las clases populares. mi mamá viajó por primera vez en avión gracias a ustedes, tiene 62 años y estaba muerta de miedo, al final le encantó viajar. ambas conocimos ushuaia y la nieve por primera vez en la vida. gracias infinitas 😊"
Betina Valdez,0,5.0,". todo perfecto , lo que más me gustó es que pensé q había perdido el vuelo por razones personales y me reconocieron lo q abone con un voucher.
lo que no me gustó fue que compré hace varios meses los aéreos y no había pagado las valijas, al pagarlas en aeropuerto fue pagar otro viaje más.. carísimas porque hice 4 tramos y éramos 2.",0,0,0,0.0,0.0,es,". todo perfecto , lo que más me gustó es que pensé q había perdido el vuelo por razones personales y me reconocieron lo q abone con un voucher.
lo que no me gustó fue que compré hace varios meses los aéreos y no había pagado las valijas, al pagarlas en aeropuerto fue pagar otro viaje más.. carísimas porque hice 4 tramos y éramos 2."
Betzabeth M,0,1.0,noooo la usen jamas un consejo para quien quiere buena atención y puntualidad. un asco esta línea impuntual no sirve para alguien que necesita que su tiempo sea respetado. si usan esa línea aérea sugiero no programen otro vuelo sino para el día siguiente.,0,0,0,0.0,0.0,es,noooo la usen jamas un consejo para quien quiere buena atención y puntualidad. un asco esta línea impuntual no sirve para alguien que necesita que su tiempo sea respetado. si usan esa línea aérea sugiero no programen otro vuelo sino para el día siguiente.
Beverley B,0,1.0,terrinle. our flights were cancelled 2 days before we were due to leave!! had to cancel our hotels in iguazu as well as our tour. a trip of a lifetime to the falls totally ruined due to flybondi and no refund!!!!! stay away and pay a little more for a reputable airline.,0,0,0,0.0,0.0,en,"Terrinle.¡Nuestros vuelos fueron cancelados 2 días antes de que nos vayamos!Tuve que cancelar nuestros hoteles en Iguazu, así como en nuestro recorrido.¡Un viaje de toda una vida a las cataratas totalmente arruinadas debido a Flybondi y sin reembolso!Manténgase alejado y pague un poco más por una aerolínea de buena reputación."
Bey1967,0,4.0,"excelente vuelo !!!. tuvimos una muy buena experiencia. muy buena atención a bordo, vuelo puntual de ida y de vuelta y avión bastante cómodo.  la verdad que compramos los pasajes con bastante recelo. pero todo excelente !!! precio muy accesible.",0,0,0,0.0,0.0,es,"excelente vuelo !!!. tuvimos una muy buena experiencia. muy buena atención a bordo, vuelo puntual de ida y de vuelta y avión bastante cómodo.  la verdad que compramos los pasajes con bastante recelo. pero todo excelente !!! precio muy accesible."
Bianca,0,5.0,"excelente, me sorprendió. viajé a río de janeiro desde ezeiza y viceversa. tanto a la ida como a la vuelta, salimos a horario. la tripulación muy amable. no tenía altas expectativas sobre la aerolínea por las críticas que tiene pero mi experiencia fue excelente. ",0,0,0,0.0,0.0,es,"excelente, me sorprendió. viajé a río de janeiro desde ezeiza y viceversa. tanto a la ida como a la vuelta, salimos a horario. la tripulación muy amable. no tenía altas expectativas sobre la aerolínea por las críticas que tiene pero mi experiencia fue excelente. "
Bianca Dobner,1,1.0,". ¡horrible!
en primer lugar porque venden más entradas que asientos. si no realizas el check-in online y reservas tus asientos, corres el riesgo de que te queden para el próximo vuelo al quedarte sin asientos.
además de tener que viajar en el próximo vuelo, corres el riesgo de que tu equipaje no viaje en tu vuelo contigo.
tuvimos esa mala suerte, cuando llegamos al check in tuvimos que esperar a que entraran todos los pasajeros para ver si quedaban asientos. bueno, logramos abordar, pero no las maletas.
cuando llegamos, nos dimos cuenta de que nuestras maletas no habían embarcado. informamos a flaybondi y nos prometieron que entregarían las maletas en nuestro hotel, eran las 10:30 de la mañana y las maletas vendrían en el siguiente vuelo. bueno, ninguna de las maletas llegó y tuvimos que regresar al aeropuerto a las 7:30 pm porque sabíamos que estaban allí, ya que teníamos un control de aire en las maletas y las estábamos siguiendo.
costos de taxi, perdimos día y noche en este estrés y allí estaban perdidos en el aeropuerto. habla con una persona, habla con otra y nadie se preocupa por tu problema, que fue creado por flaybondi por el cual pagamos por viajar y pagamos por transportar nuestro equipaje.
encontraron las maletas y nadie supo darnos respuesta para llevarnos al hotel. es decir, no cumplieron con lo acordado por el problema y el desorden que crearon.
¡evita esta empresa!",2,0,0,1.3,0.002520894335744342,es,". ¡horrible!
en primer lugar porque venden más entradas que asientos. si no realizas el check-in online y reservas tus asientos, corres el riesgo de que te queden para el próximo vuelo al quedarte sin asientos.
además de tener que viajar en el próximo vuelo, corres el riesgo de que tu equipaje no viaje en tu vuelo contigo.
tuvimos esa mala suerte, cuando llegamos al check in tuvimos que esperar a que entraran todos los pasajeros para ver si quedaban asientos. bueno, logramos abordar, pero no las maletas.
cuando llegamos, nos dimos cuenta de que nuestras maletas no habían embarcado. informamos a flaybondi y nos prometieron que entregarían las maletas en nuestro hotel, eran las 10:30 de la mañana y las maletas vendrían en el siguiente vuelo. bueno, ninguna de las maletas llegó y tuvimos que regresar al aeropuerto a las 7:30 pm porque sabíamos que estaban allí, ya que teníamos un control de aire en las maletas y las estábamos siguiendo.
costos de taxi, perdimos día y noche en este estrés y allí estaban perdidos en el aeropuerto. habla con una persona, habla con otra y nadie se preocupa por tu problema, que fue creado por flaybondi por el cual pagamos por viajar y pagamos por transportar nuestro equipaje.
encontraron las maletas y nadie supo darnos respuesta para llevarnos al hotel. es decir, no cumplieron con lo acordado por el problema y el desorden que crearon.
¡evita esta empresa!"
Bianca Martina Forti,0,1.0,"no viajen con flybondi. nos reprogramaron el vuelo sin notificarnos para 2 dias antes de la fecha original, al enterarnos, vinimos al aeropuerto y nos tuvieron 3 horas esperando. no nos daban soluciones, las necesitabamos urgente ya que mi hermana debía operarse al día siguiente, con mi familia tuvimos que volar en vuelos y dias distintos, 2 teniendo que volver antes de la fecha estimada. al ser una aerolínea low cost, reprogaman y cancelan vuelos naturalmente, realmente dan asco.",0,0,0,0.0,0.0,es,"no viajen con flybondi. nos reprogramaron el vuelo sin notificarnos para 2 dias antes de la fecha original, al enterarnos, vinimos al aeropuerto y nos tuvieron 3 horas esperando. no nos daban soluciones, las necesitabamos urgente ya que mi hermana debía operarse al día siguiente, con mi familia tuvimos que volar en vuelos y dias distintos, 2 teniendo que volver antes de la fecha estimada. al ser una aerolínea low cost, reprogaman y cancelan vuelos naturalmente, realmente dan asco."
BjoernOlavSolli,0,1.0,"do never use flybondi. i recommend to never use this airline. you might save some money if they actually fly according to your booking, but it is not worth the bet!!!

stay away unless you have to save some money and are totally flexible on which dates you actually depart and return and do not care if you get your money back or not when they cancel the flight  - this happens often.... 

it is almost impossible to call them and you do not get an answer when you send emails. we had to travel 4 persons with luggage to the airport to find somebody to talk to even if  we knew the flight was already cancelled. they cancel a lot of flights and offer a new flight maybe next day (sometimes with further delays). this is what they offer. if you have to fly on the actual date, you have to book and pay for something else and do not get your money back from flybondi for the original ticket or the resulting backup. in my opinion this is close to fraud. no communication possible, i recommend to never use them!",0,0,0,0.0,0.0,en,"Nunca use Flybondi.Recomiendo nunca usar esta aerolínea.Puede ahorrar algo de dinero si realmente vuelan de acuerdo con su reserva, ¡pero no vale la pena apostar!

Manténgase alejado a menos que tenga que ahorrar algo de dinero y sea totalmente flexible en qué fechas realmente sale y regresa y no le importa si recupera su dinero o no cuando cancelan el vuelo, esto sucede a menudo ...

Es casi imposible llamarlos y no recibe una respuesta cuando envía correos electrónicos.Tuvimos que viajar a 4 personas con equipaje al aeropuerto para encontrar a alguien con quien hablar, incluso si supiéramos que el vuelo ya estaba cancelado.Cancelan muchos vuelos y ofrecen un nuevo vuelo, tal vez al día siguiente (a veces con más demoras).Esto es lo que ofrecen.Si tiene que volar en la fecha real, debe reservar y pagar algo más y no recuperar su dinero de Flybondi para el boleto original o la copia de seguridad resultante.En mi opinión, esto está cerca del fraude.Sin comunicación posible, ¡recomiendo nunca usarlos!"
Bordeñuk rosa,0,1.0,viaje. quiero reprogramar mi vuelo y no puedo el cual fue cancelado x la cuarentena h llamo y no puedo comunicarme con ustedes,0,0,0,0.0,0.0,es,viaje. quiero reprogramar mi vuelo y no puedo el cual fue cancelado x la cuarentena h llamo y no puedo comunicarme con ustedes
Bosque H,0,1.0,"pesima atencion. cambiaron mi vuelo de retorno a bs as en el momento de embarcar. en vez de aterrizar en aeroparque, cambiaron a ezeiza, sabiendo de antenamo que despues de las 00:00 hs no se puede aterrizar en aeroparque. basicamente, te mienten cuando te venden el pasaje y te cambian el destino en el momento. pagaria más para ahorrarme el mal trago. pesimo maneje",0,0,0,0.0,0.0,es,"pesima atencion. cambiaron mi vuelo de retorno a bs as en el momento de embarcar. en vez de aterrizar en aeroparque, cambiaron a ezeiza, sabiendo de antenamo que despues de las 00:00 hs no se puede aterrizar en aeroparque. basicamente, te mienten cuando te venden el pasaje y te cambian el destino en el momento. pagaria más para ahorrarme el mal trago. pesimo maneje"
Brendan Bradford,4,1.0,. imposible llegar si hay problemas. el número de teléfono de flybondis no funciona. el aeropuerto de bariloche no le trasladará al agente local. tuve que pagar un taxi para ir al aeropuerto y hablar con el agente local. el agente local…,21,0,0,11.7,0.02268804902169908,es,. imposible llegar si hay problemas. el número de teléfono de flybondis no funciona. el aeropuerto de bariloche no le trasladará al agente local. tuve que pagar un taxi para ir al aeropuerto y hablar con el agente local. el agente local…
Breno Duarte,0,5.0,. muy bien.,102,314,1,53.07,0.10291066338304018,es,. muy bien.
Brenry,0,5.0,"experiencia buena. se aborda en un tiempo menor que otras aerolíneas, la atención es buena, tienen un trato amable y ante cualquier inquietud son accesibles
los aviones tienen nombre de personas y preguntan quien viaja por primera vez. 
buena experiencia para dejar de estigmatizar las low cost",0,0,0,0.0,0.0,es,"experiencia buena. se aborda en un tiempo menor que otras aerolíneas, la atención es buena, tienen un trato amable y ante cualquier inquietud son accesibles
los aviones tienen nombre de personas y preguntan quien viaja por primera vez. 
buena experiencia para dejar de estigmatizar las low cost"
Brett G,0,1.0,rip off. decent ticket price but they will nail you on baggage fees. i had a typical backpack that i stripped down to meet the 6kg carry on limit bit they still charged 1500 pesos for the luxury of putting it above instead of below the seat. plus no seating to wait for you plane. would 100% not recommend of you have any other choice.,0,0,0,0.0,0.0,en,"arrancar.Precio de boleto decente, pero lo clavarán en tarifas de equipaje.Tenía una mochila típica que me desnudé para cumplir con la broca de límite de transporte de 6 kg, todavía cargaban 1500 pesos por el lujo de ponerlo por encima en lugar de debajo del asiento.Además, no hay asientos para esperar tu avión.El 100% no recomendaría que tenga ninguna otra opción."
Brian C,0,1.0,horrible. horrible temi por mi vida . no viajo más el avión tuvo muchos desperfectos . mucha turbulencia . experiencia traumática.lo barato sale caro . y ojalá no pase . pero por lo que ví muy pronto ocurrira un accidente con algunos de sus aviones.no es seguro viajar en sus aviónes,0,0,0,0.0,0.0,es,horrible. horrible temi por mi vida . no viajo más el avión tuvo muchos desperfectos . mucha turbulencia . experiencia traumática.lo barato sale caro . y ojalá no pase . pero por lo que ví muy pronto ocurrira un accidente con algunos de sus aviones.no es seguro viajar en sus aviónes
Brian Goldenstein,4,1.0,". no cumplen con los horarios. en la ida nos cambian a ezeiza faltando 2 horas y encima cuando llegamos nos avisan que se retrasó mas y no sale en horario. y a la vuelta llegamos al aeropuerto y también ya salía retrasado.

ahora llegamos a aeroparque y hace más de 30 min estamos esperando las valijas y no llegan.

vuelos de aerolíneas argentinas que apenas llegan ya tienen su valija.",12,0,1,7.7,0.014931451065562642,es,". no cumplen con los horarios. en la ida nos cambian a ezeiza faltando 2 horas y encima cuando llegamos nos avisan que se retrasó mas y no sale en horario. y a la vuelta llegamos al aeropuerto y también ya salía retrasado.

ahora llegamos a aeroparque y hace más de 30 min estamos esperando las valijas y no llegan.

vuelos de aerolíneas argentinas que apenas llegan ya tienen su valija."
Brian Linzer,0,5.0,. excelente servicio al cliente en el aeropuerto de mendoza.,14,2,0,7.01,0.013593437918129107,es,. excelente servicio al cliente en el aeropuerto de mendoza.
Brian Molina,0,4.0,. bien pero no tan bien porque me reprogramaron el vuelo a un horario que no me favoreció,0,0,0,0.0,0.0,es,. bien pero no tan bien porque me reprogramaron el vuelo a un horario que no me favoreció
Bruna Astoral,0,1.0,"descaso e menosprezo. comprei um voo de bariloche para buenos aires e outro de buenos aires para puerto iguazu para o mesmo dia com 4 horas de folga entre um e outro sobrando tempo suficiente para pegar e despachar as malas. um dia antes remarcaram meu primeiro voo para horas depois, fazendo assim perder o horário de despacho de bagagem do segundo voo, ninguém da agência fez o menor esforço para nos ajudar. a funcionária da flybondi apenas nos ofereceu remarcar o voo para 12h depois, e ainda em outro aeroporto não fazendo nem questão de nos avisar, ou seja por ela nós perderíamos outro voo. total descaso com os passageiros, nos recusaram até uma declaração de remarcação para tentarmos reembolso com o seguro. não recomendo, o barato sai caro e dá dor de cabeça. (obs.: o serviço de bordo é pago, não temos direito a 01 água durante a viagem).",0,0,0,0.0,0.0,pt,"negligencia y desprecio.Compré un vuelo de Bariloche a Buenos Aires y otro desde Buenos Aires a Puerto Iguazu durante el mismo día con 4 horas libres entre una y la otra dejó el tiempo suficiente para recoger y enviar las bolsas.Un día antes, reprogramaron mi primer vuelo a horas después, perdiendo así el segundo tiempo de equipaje de vuelo, nadie de la agencia hizo el más mínimo esfuerzo para ayudarnos.El empleado de Flybondi solo nos ofreció reprogramar el vuelo a las 12 del mediodía después, e incluso en otro aeropuerto, ni siquiera para advertirnos, es decir, perderíamos otro vuelo.El desprecio total de los pasajeros se negó a una declaración de reprogramación para tratar de reembolsar con el seguro.No lo recomiendo, el barato es costoso y le da dolor de cabeza.(Nota: el servicio a bordo se paga, no tenemos derecho a 01 de agua durante el viaje)."
Bruna Camargo,1,1.0,". ¡horrible! ¡hice un itinerario interno para visitar argentina y fue un problema! primero adelantaron el vuelo sin previo aviso. tuve que reprogramar y solo tenían boletos para 3 días después. perdí reservas de hotel y de coche. aparte de uber para ir y volver
desde el aeropuerto.
el día reprogramado, el vuelo se retrasó más de 6 horas.

¡el famoso barato que salió caro! ¡nunca más!",7,64,1,4.62,0.008958870639337585,es,". ¡horrible! ¡hice un itinerario interno para visitar argentina y fue un problema! primero adelantaron el vuelo sin previo aviso. tuve que reprogramar y solo tenían boletos para 3 días después. perdí reservas de hotel y de coche. aparte de uber para ir y volver
desde el aeropuerto.
el día reprogramado, el vuelo se retrasó más de 6 horas.

¡el famoso barato que salió caro! ¡nunca más!"
Bruna Ferolla,0,1.0,". pésima compañía, de lejos la peor aerolínea que he experimentado. negligencia con el consumidor, cero apoyo y desorganización",13,0,0,6.5,0.012604471678721712,es,". pésima compañía, de lejos la peor aerolínea que he experimentado. negligencia con el consumidor, cero apoyo y desorganización"
Bruno D,0,1.0,"mejor vola con otra.. horrible. lo barato sale demasiado caro. el vuelo de ida estaba pactado a las 12 hs. me avisaron por mail que se iba a atrasar hasta las 16 hs. fui al aeropuerto en la hora estipulada y en el embarque me avisaron que se retrasaba una hora mas porque ""no vino el avion"". 

la vuelta... peor. hice el check in en el aeropuerto a aeroparque. cuando pasamos a la parte de embarque notifican 10 minutos antes de embarcar que cambiaron el destino y ahora vamos a ezeiza. un desastre... nunca mas. eligan otra aerolinea porque esta no es seria. y no opine a la ida porque pense que podia ser algo ocasional, pero no. pasa siempre.",0,0,0,0.0,0.0,es,"mejor vola con otra.. horrible. lo barato sale demasiado caro. el vuelo de ida estaba pactado a las 12 hs. me avisaron por mail que se iba a atrasar hasta las 16 hs. fui al aeropuerto en la hora estipulada y en el embarque me avisaron que se retrasaba una hora mas porque ""no vino el avion"". 

la vuelta... peor. hice el check in en el aeropuerto a aeroparque. cuando pasamos a la parte de embarque notifican 10 minutos antes de embarcar que cambiaron el destino y ahora vamos a ezeiza. un desastre... nunca mas. eligan otra aerolinea porque esta no es seria. y no opine a la ida porque pense que podia ser algo ocasional, pero no. pasa siempre."
Buenos Aires,0,5.0,"buena atención. es la segunda vez que viajo a rio de janeiro con esta empresa, y volveria a elegirla para un vuelo de aproximadamente 2:30 hs.
destaco la atención del personal tanto de abordo como en el aeropuerto.
el avión estaba ordenado.  cosiderar que se trata de una low cost.",0,0,0,0.0,0.0,es,"buena atención. es la segunda vez que viajo a rio de janeiro con esta empresa, y volveria a elegirla para un vuelo de aproximadamente 2:30 hs.
destaco la atención del personal tanto de abordo como en el aeropuerto.
el avión estaba ordenado.  cosiderar que se trata de una low cost."
ByOliver,0,5.0,"segundo vôo da cia de porto alegre p buenos aires. pode comprar, cia super confiável, digo isso pq ficamos na dúvida, pois não conhecíamos a flybondi ainda, os vôos são recententes em porto alegre. foi super tranquilo, levei apenas bagagem de mão, mala padrão, conforme anac permite no brasil, até 10kg  e nãoo pagamos por taxa de bagagens, poltronas confortáveis, mais espaçosas q gol e azul sem dúvidas. após fechar as portas foi possível trocar de assento e ficar com meu companheiro, já q a cia aérea não permite escolher assento gratuitamente, optamos por não pagar. sobre o serviço de bordo falam apenas em espanhol, oferecem diversos itens porém devem ser pagos em peso argentino, não aceita reais. ah é água tbm é paga, não oferecem nada de graça, como todas as cias lie coast. bom gostamos bastante e gostaríamos a voar sem dúvidas, pagamos um valor excelente pelas passagens e voamos confortavelmente, melhor q algumas cias brasileiras. não houve atraso e chegamos antes da previsão. no desembarque em el palomar pegamos um ônibus até o sagao do aeroporto. ah o aeroporto possui acesso a internet.",0,0,0,0.0,0.0,pt,"Segundo vuelo de la compañía de Porto Alegre P Buenos Aires.Puede comprar, CIA súper confiable, digo esto porque estamos en duda, porque todavía no sabíamos Flybondi, los vuelos son recientes en Porto Alegre.Estaba súper tranquilo, solo tomé equipaje manual, maleta estándar, como lo permite ANAC en Brasil, hasta 10 kg y no pagué por la tasa de equipaje, sillones cómodos, un objetivo Q más espacioso y azul sin duda.Después de cerrar las puertas, fue posible cambiar los asientos y quedarse con mi pareja, ya que la aerolínea no le permite elegir el asiento gratuito, elegimos no pagar.Sobre el servicio a bordo habla solo en español, ofrece varios artículos pero debe pagarse en peso argentino, no acepta a REAIS.Ah es que el agua también se paga, no ofrecen nada gratis, como toda la costa de la mentira.Bueno, nos gustó mucho y nos gustaría volar sin duda, pagamos un excelente valor por los boletos y volamos cómodamente, mejor que algunos CIA brasileños.No hubo retraso y llegamos antes del pronóstico.En el aterrizaje en El Palomar tomamos un autobús a la sagao del aeropuerto.Ah, el aeropuerto tiene acceso a Internet."
Bárbara,0,4.0,". excelente vuelo aero nave limpia cómoda para viaje corto  puntualidad y cordialidas en el embarque compra on line y check in claro y rápido atención  telefónica sin demoras para resolver dudas
como poco satisfactorio ; me adelantaron 2 horas el vuelo de regreso",4,0,0,2.0,0.003878298978068219,es,". excelente vuelo aero nave limpia cómoda para viaje corto  puntualidad y cordialidas en el embarque compra on line y check in claro y rápido atención  telefónica sin demoras para resolver dudas
como poco satisfactorio ; me adelantaron 2 horas el vuelo de regreso"
CAROLA SCAVUVI,0,5.0,. viajamos con mi hija de 8 años de córdoba a bariloche salió todo bien salieron a tiempo y aterrizamos a tiempo. todo el proceso impecable. desde la facilidad del check in hasta la atención de la gente. felicidades,26,88,0,13.44,0.02606216913261843,es,. viajamos con mi hija de 8 años de córdoba a bariloche salió todo bien salieron a tiempo y aterrizamos a tiempo. todo el proceso impecable. desde la facilidad del check in hasta la atención de la gente. felicidades
CASA AGUIRRE B,0,1.0,"preocupante.. vuelo de las 18hs bsas -brc viernes 19/8. 
- el vuelo despego y a la vista al.menos 6 personas en facebook- instagram todo bajo la aprobación de los encargados ( hasta ese día pensé que en el despegue era cosa seria apagar los telefonos o ponerlos en modo avion).

-durante las dos hs de vuelo un grupo de 6 pelotudas de turno paradas en el pasillo, tranqui. si pasabas caminando por favor faltaba cobrar peoaje para llegar al.baño. ( hasta ese dia pensaba qque habia que viajar sentado y con el cinturon puesto)

-el tema del barbijo lo.menciono para ver otro aspecto de falta de autoridad. soy el primer en considerar que la panadería pasó pero insisto el vuelo va a cargo de niños que claramente tienen la bajada de línea de "" relajen chicos que esta todo bien esto es un vuelo informal""

-mi planteo mas.alla de parecer un viejo resongon me lleva a pensar: .......la.manera de trabajar de la.empresa es en todos sus sectores la misma??????? el control de mecanica por ingenieria es asi relajado???

sabemos que viajar en avion merece cierto protocolo a respetar, esto no es viajar en bus. como sea solo espero el libertinaje se limite al descontrol de los pasajeros porque de lo contrario estos van camimo a esas catástrofes evitables.",0,0,0,0.0,0.0,es,"preocupante.. vuelo de las 18hs bsas -brc viernes 19/8. 
- el vuelo despego y a la vista al.menos 6 personas en facebook- instagram todo bajo la aprobación de los encargados ( hasta ese día pensé que en el despegue era cosa seria apagar los telefonos o ponerlos en modo avion).

-durante las dos hs de vuelo un grupo de 6 pelotudas de turno paradas en el pasillo, tranqui. si pasabas caminando por favor faltaba cobrar peoaje para llegar al.baño. ( hasta ese dia pensaba qque habia que viajar sentado y con el cinturon puesto)

-el tema del barbijo lo.menciono para ver otro aspecto de falta de autoridad. soy el primer en considerar que la panadería pasó pero insisto el vuelo va a cargo de niños que claramente tienen la bajada de línea de "" relajen chicos que esta todo bien esto es un vuelo informal""

-mi planteo mas.alla de parecer un viejo resongon me lleva a pensar: .......la.manera de trabajar de la.empresa es en todos sus sectores la misma??????? el control de mecanica por ingenieria es asi relajado???

sabemos que viajar en avion merece cierto protocolo a respetar, esto no es viajar en bus. como sea solo espero el libertinaje se limite al descontrol de los pasajeros porque de lo contrario estos van camimo a esas catástrofes evitables."
CM Vicent,2,1.0,. nunca mas vuelo x esta empresa. te cobran servicios q no te dan. nadie de la empresa para informar las demoras y termina siendo mucho mas caro q una linea convencional . cara y mala,74,8,1,38.14,0.07395916151176093,es,. nunca mas vuelo x esta empresa. te cobran servicios q no te dan. nadie de la empresa para informar las demoras y termina siendo mucho mas caro q una linea convencional . cara y mala
CVRA11,0,3.0,"it´s a good low cost. actually, we also couldn´t book from their page but we did it with edestinos.. for short distance it is very affordable.. tripadvisory do not have its landing place registered but it is a little airport called el palomar nearer the down town than ezeiza, buenos aires. 
nosotros tampoco pudimos comprar desde su pagina oficial, lo hicimos desde la pagina edestinos. para distancia corta, es recomendable ese vuelo. tripadvisory no tiene registrado su aeropuerto pero es uno pequeño llamado el palomar más cercano que ezeiza, buenos aires",0,0,0,0.0,0.0,en,"Es un buen bajo costo.En realidad, tampoco pudimos reservar desde su página, pero lo hicimos con edestinos ... para corta distancia es muy asequible. TripAdvisory no tiene su lugar de aterrizaje registrado, pero es un pequeño aeropuerto llamado El Palomar más cerca de la ciudad que Down Town queEzeiza, Buenos Aires.
Nosotros Tampoco Pudimos comprador Desde su pagina Oficial, Lo Hicimos desde la pagina Edestinos.Para Distancia Corta, ES Recomendible ESe Vuelo.TripAdvisory No Tiene Registrado Su Aeropuerto Pero es Uno Pequeño Llamado El Palomar Más Cercano Que Ezeiza, Buenos Aires"
