name,rating,relevance_score,review
Alejandra,1.0,0.0,pésimo pésimo servicio reprogramar cumplir propio política cancelación lastimo leer reputación antes él barato salir caro suerte reintegrar dinero hacer responsable banconi número reclamo dar desastre
JoseRisso,1.0,0.0,evitar aerolinea peor experiencia aerolínea no sólo cancelar vuelo motivo claro luego haber hacer checkin sino opción reprogramación inviable aun él devolución importe pagar si estafa extremadamente parecido
Fabrizio I,1.0,0.0,¡ ladronestomar dinero dos vez tarjeta mismo vuelo compensar ¡ ¡ ¡ ladrón ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ladrón
Hernan S,1.0,0.0,que esperar justicia intervenir sancionar empresa estafa gente cancelación reprogramación practicar recurrente yo reprogramar vuelo perder noche ojalá investigado más compañía así sacar vuelo ser increible todavía poder operar deber preso
Esmirna R,1.0,0.0,malisimaespecificamente aeropuerto tucumán malisimoooo servicio especialmente persona hacer abordaje tucuman grosero faltar respeto nota gustar hacer servicio saber primero último vez compro aerolínea hacer cambio itinerario antojarse si llegar 1 hora vuelo perdonar dejar entregar equipaje decir sólo gananaquí aplicar dicho barato salir caro viajar nuncaaa gente paz mental precio
Sergio S T,1.0,0.0,horriblecar vuelo anticipar regresotodo día perder gira mover vuelo vuelo regreso aeropuertoaeropuerto lejos uber super car taxiperdí cheque hotelme alojar 0339 h amanecer esperar alguien venir abrir recepción hotel temer tiempo enviar check in nuestro nombre transmitir check in línea no contacto yo no whatsapp no 0800 no contestar teléfono el correo electrónico dar respuesta nexu quejar preguntar mucho irresponsabilidad ninguno compromiso yo mucho terrible no valer pena
22fortinero,1.0,0.0,malisimo malisimola peor vuando perder día hotel a vuelta volvimo aerolinea arga pesar ke tener pago vuelta fly 1 ro porke suspender viaje porke si y 2 do miedo avolar avión mantenimiento fly bondi nunca mass
sebasfernandez14,5.0,0.0,yo buen experiencia verdad bien vuelo solo viaje carry on vuelo tiempo ida regreso comprar silla salido emergencia cómoda descuidado apoyar brazo cuanto calidad precio bien ida regreso cumplir itinerario tripulación amable organizado
Heidi B,1.0,0.0,organización pésimo peor empresa volar comprar reprogramar 3 vez vuelo hacer perder conexión aerolínea hacer cargo aclarar problema operacional empresa condición climático
Mau M,1.0,0.0,pésimo experiencia pesimo experiencia flybondi volar saltar principio mayo vuelo ida cambiar vuelo 83 mañana 6am venir pésimo imposible comunicar yo él ese vuelo vuelta cancelar noche anterior ñ igual comentario comprar pasaje aerolínea salir carísimo estar esperar devolución pasaje imposible contactar el teléfono funcionar mail dar respuesta automático pagar más saber compañía
Coastal36699852787,1.0,0.0,nefasto verdad desorganización falta atención total todavía seguir esperar reintegro dinero hacer 2 mes casi recomer caso tramite importante nefasto
Paradise15465061782,1.0,0.0,empresa flybondi empresa pésimo gestión tomar rehén tomar malo decisión volar empresa su modo operandi cancelar reprogramar cambiar aeropuerto perjuicio pasajero denunciar el liga consumidor poco
Iara F,5.0,0.0,empresa responsable tomar primero avión flybondi abril 2023 embargo seguir elegir queja alguno hacia empresa tomar 10 vuelo viaje placer express 7 día jamás problema uno solo vez cancelar vuelo avisar 24 hs mail recomer 1010 🫶
lucassolanet,1.0,0.0,impresentable comprar ticket avión menos hora haber él comprado cambiar vuelo mañana noche llamar atención cliente hora atender yo dar yo opción venir bien contento él cambiar vuelo vuelta aeropuerto destino pensado quedar yo día mendoza reprogramar él salir mañana único que llegar aeroparque ahora querer hacer checking online página tildado querer cobrar seleccionar asiento opción tildar ser primero vez uso dar bola malo comenario error peor
Robin C,1.0,0.0,estafa aviónaerolíneo depredadoracancelarán vuelo justo ir él obligar comprar nuevo vuelo último minuto doble preciolo hacer tiempoincluso expulsado ​​del edificio oficina debido propietario recibir tanto queja weworke compañía estafasahorre dinero tiempo perdido reserve personaentonce tampoco reembolsar dineroconsidérate advertir
Carlos Andres M,1.0,0.0,no comprar flybondi si pensar comprar pasaje aerolinea hagar serio estar 4ta nivel mundial cancelación cancelar vuelo tiempo reprogramar cancelar dejar tirado hora viajar ofrecer solución colectivo reemplazar vuelo salida ciudad comida alojamiento desaparecer en serio comprar el noche anterior vuelo cancelar responder dar solución pagar pasaje ultimo momento aerolinea argentino costo fortuna viajar ciudad repito comprar flybondi
Tom S,5.0,0.0,experiencia decenteestar bastante nervioso ir flybondi después haber leer reseño aquísin embargo dos vuelo bien organizado tiempoel precio menos argentino aerolineassí apuesta flota tanto pequeño significar cualquiera cambio impactosdicho ¡ todo suave yo
Cecilia M,1.0,0.0,pésimo servicio atención servicio deficiente primero vez viajar aerolínea experiencia espantoso comenzar vuelo ida 3 cambio puerta mientras estar esperar embarcar ir acá allá pasajero supuesto vuelo salir demorar peor llegar después cuanto llegar mendoza avisar vuelo regreso demorar aprox 6 hora complicar bastante menos volver creer hacer check in on line uno hora llegar mensaje decir cancela vuelo llamemo reprogramar domingo cansar esperar atandir alguien 0810 facilitar mail cancelación finalmente volver medio pedir deovlución saber si llegar nunca llegar poder hablar persona dejar tirado ninguno tipo asistencia siquiera telefónico primero último vez
Marla Angelica C,1.0,0.0,dejar deseartener vuelo reservado 13 30hsreprogramado 2 día 20 55hsluego llegar aeropuerto reprogramar nuevamente 23 35h ahora reprogramar 1 15hsno seguro avión aún llegado respuesta vago retornono administrar comida olor cupónnumeroso niño esperar precio aeropuerto robo ¡ el gente esperar partir 1000 amsin empatía responsabilidadlo pasajero exigir explicaciónlo pasajero poder ir trabajar mañana debido demora noche insomnioterrible servicio cliente
Mariela R,1.0,0.0,nunca vol x flybondi nunca voler x flybondi él cancelar dos vuelo ida acabar cancelar regreso hoy hija él mencionado hija marido sacar vuelo bariloche esperar suceder mismo
luis m,1.0,0.0,pésimo aerolínea recomendado pésimo aerolínea incómodo personal counters mal enver correo presente 3 hora pesar ser vuelo local llegar decir esperar faltar 2 hora vuelo poder hacer entrega equipaje sentido
Alejandro Castelló,2.0,0.0,malo tasa cancelación altísimo poder programar ninguno viaje bastante probable cancelar vuelo reprogramación malo contar vuelo devolución dinero lento elijo
Walter L,1.0,0.0,ser chanta comprar desastre total aerolínea comprar precio peprkqe salir carísimo pagar reservastar creer vuelo barato cancelar cambiar horario aviso chanta
Jovan C,1.0,0.0,cancelación vueloel vuelo ser avanzar 3 hora 750 a they 450 a they experiencia desagradable despertar doloroso aún aceptable para vuelo regreso saltar boueno aire ¡ nuestro vuelo simplemente eliminarotuvimo partir 355 pmpor planear visitar cafayate día anterior pasar mañana 3 día salido vuelo cancelado único vuelo ofrecer 8 a they como resultado noche hotel perder cafayate ruta cachi cafayate saltar magnífico ver lugar visitar noche hotel pagar más ¡ y compensación financiero flybondi compañía feria
Julio C,1.0,0.0,no viajar flybondi viajar flybondi cancelar vuelo vuelta bariloche ezeizay poder comunicar yo ir aereopuerto atender diero vuelo 12 hs después original dar hotel cuarto cena también pagar flybondi polento yapa terminar nuevo vuelo aereoparque llevar ezeiza micro
Stay297637,1.0,0.0,nunca voler flybondi mentar robar comprar boleto principio febrero vuelo principio marzoprimero vez volar querer decir primero vez intentar volar jajacambiar tiempo gran cosa luego día vuelo 6 hora vuelo ¡ él cancelaronme enviar correo electrónico requer completar formulario recuperar dinero requerir hacer vuelo programar día recuperar efectivo jajael formulario hacer completar decir dinero reembolsar 30 día período buen adivinado dinero aún reembolsado pasado casi doble tiempollar el valor colgar 7 vez llamado educar cada vezla octavo vez colgar decir proceso no único suceder nunca recuperar dinero nunca volar ninguno precio obtener boleto último minuto costar triple precio supuesto
Estudio A,1.0,0.0,el peor aerolinea argentino malisimo fly bondi hacer año bajar sistematicamente servicio importar él absolutamente cliente ultima vez viaje pro aerolinea reprogramar vuelo 3 viajar dos demora más 12 hora 2 hora peor ultimo reprigramar 3 tarde 11 medio noche noche anterior encima agravante viajar persona mayor personal dejar subir avión después esperar aeropuerto varios hora duda presentar queja creer volver viajar pensar creer a e peor agno creces
jorge l,1.0,0.0,nunca comprar pasaje flybondi dejar asentado aca más estar barato vuelosno comprar ultimo momento cancelar dar respuesta alguno desastre desastre total jugar tiempo persona horrible experiencia nunca más flybondi
Henry D,1.0,0.0,atención cliente horrible siempre retraso atención cliente 0 recomer viajar familia viajar flybondi desastre siempre retraso vuelo 10hs retraso cancelar él poder tomar avión proponer 100 mañana ... viajar dos niño menos 3 año ... gracia flybondi nunca más
Esteban M,1.0,0.0,uno desastre flybondi barato carisimo romper cacharro avión 6 hora retraso 2 hora avión 45 grado explicación bajar cacharro
FarAway59792316121,1.0,0.0,horrible desastroso reprogramación vuelta cancelar ida venir medio saber si devolver dinero creer
Karina R,1.0,0.0,el peor experiencia comprar boleto porqueria cambiar horario salidallegado tiempo peor cancelar regreso hoy pasar mañana mañana pagar noche hotel perder transfer sacar boleto aerolínea salir carísimo último momento nunca viajar flybondi salir carísimo
Florencia,1.0,0.0,estafador hoy viajar 2040 mendoza 7am mañana encuentro mail decir vuelo ser cancelar explicación motivo simple imporver cancelar vuelo arreglate atender 0810 atender 3000 tampoco contestar mail reprogramacionesflybondicom entender pretender levantar decir uh cancelar vuelo pena ir hacer plan semana entonces desastre olimpico aerolinea estafa contratar
Alexandre Q,1.0,0.0,¡ no explicación elegir aerolina argentino ¡ no ver empresa ¡ no tomer empresaservicio deplorable cambio vuelo 4x programa luego cancelación ¡ ahorrar tiempo dinero
Rapo F,1.0,0.0,estafador viajar desastre tener viajar hijo xq tener tuno hacer visa estafador reprorogramar viaje dos vez luego cancelar intentar mil vez comunicar yo cdo fin atender cortar sinvergüenza estafador literal hacer querer viajar colectivo final barato salir caro
gissela b,1.0,0.0,horrible verdad espantoso todooooo desastre cancelar vuelo querer siquiera molestar avisar olor asqueroso avión verdad recomendar literal varato salir caro
ROLANDO SALVADO... F,1.0,0.0,asqueroso sinvergüenza irresponsable nunca contrato kiosco caraduro vuelo 1030hs avisar 5am postergar 23/5hs chanta quién hacer cargo hotel llego madrugada transporte caraduro llama atender si alguien público leer tomar porquería aerolínea
Ryan B,1.0,0.0,otro cliente decepcionar afortunadosme equivoquécancelar vuelo temprano mañana camino aeropuer to él negar emitir reembolso aparentemente política reembolsoshe disputado cargo tarjeta crédito poco esperanzaanimo uno vacaciones ruina disputar transacción incluso si gana costar dinero procesador tarjeta
Olivia,1.0,0.0,¡ el peor aerolínea historia volar ¡ el peor aerolínea viajar hacer 4 viaje flybondi viaje nacional fin semana argentino transcurso 1 semestre ninguno viaje planeado cancelación retraso largo el compañía imposible contactar ir físicamente aeropuertosi llamar servicio cliente sistema esperar agente disponible siempre simplemente colgar automáticamente nunca llegar nadie durante viaje patagonia esperar 8 hora aeropuerto retrasadosno informar retraso través ninguno canal sólo dar cuenta momento embarque vuelo afueraninguno agente puerta saber dónde avión cuánto tiempo esperarsegar decir yo hora dos hora etcétera final pasajero comenzar gritar despegar 8 hora después cuando reprogramar vuelo adelantar tampoco ofrecer volver reservar aerolínea nunca volver tener noticia intentar recuperar dinero después cancelaciónesto sucedido dos ocasión ambos mendoza buen aire buen aire iguazu mañana viajar saltar sólo informar vuelo retrasar 4 hora sorprendido momento dudo despegue según experiencia previo nunca elegido flybondi nuevamente suficientemente desafortunado haber reservado viaje anticipación dar él cuenta confiable ser flybondi seguramente saber cómo arruinar viaje seguramente poder contar perder menos 121 día debido cancelación demora ser milagro cómo compañía bancarrota confiable profesional lejos ser estafa completo
Pato L,1.0,0.0,peor linea aereo argentino pesimo experiencia si cambiar fundir peor experiencia linea aereo mal realmente desastre por empezar cambiar hora vuelo 19hs 2230 luego 2330hs termino despegar 00h día posterior causo tipo daño perjuicio problema traslado destino tener cambiar alojamiento avión viejo tierra prender aire acondicionado calcino vuelo moris frío campera pluma safa el avión estacionado hangar estar frente edificio principal aeroparque colectivo llevar avio llegar cabecera dar todo vuelta enorme largo incomodar pasajero genero más bronca público empezar poner violento el aterrizaje super brusco si avión viejo piloto inexperto aterrizaje pega buen susto cuando avión aterrizor tucumar 30 minuto arriba avión supuestamente haber problema tierra resultar después enterar personal tierra aeropuerto colgo literalmente el vuelo regreso comprar aeroparque conexion vuelo acabn informar cambiar aeropuerto mandar ezeiza hacer perder vuelo salir rato más tarde aeroparque pedir cambiar decir pagar adicional absolutamente ilogico injusto si cambiar aeropuerto obligar pagar cambiar yo vuelo si dejar comprar pasaje sintesis peor aerolinea argentino probablemente peor mundo
Paula G,1.0,0.0,el mayor estafa vivido aerolínea mayor estafa vivido nunca anulación retraso día entero vuelo recurrente normal nadie absolutamente nadie hacer cargo responder empresa gente dormir hacer cola alguien solución familia poder volver hogar día gente poder acudir trabajo nunca comprar billete aerolínea completo absoluto desastre mejor consejo poder dar anular vuelo salir noche avisar email medio día siempre avisar nadie responder teléfono nadie atender resolver imposible hacer cambio página web caos ir aeropuerto exigir solución hacer largo cola uno tres hora después trabajador aparecer ofrecer único vuelo noche día siguiente día destino trasladar hotel día siguiente volver retrasar vuelo día que dos noche iguazú vez aeropuerto vuelo salir retrasar muchísimo ninguno derecho jamás experimentado tanto vergonzoso respeto aerolínea cliente
Laura R,1.0,0.0,nefasto estafador empresa serio barato salir caro reprogramar vuelo 5 vez haber salir ayer noche teoría salir mañana mañana seguridad suceder según decir check in escribir aeropuerto único solución dar libro queja desastre viajar empresa
Ana B,1.0,0.0,pésimo experiencia cancelar vuelo día previo viaje atender teléfono dar solución reembolso casi mes viaje seguir respuesta
Nico V,1.0,0.0,no user flybondi estar si querer viajar saque flybondi uno desastre cancelar cambiar vuelo querer previo aviso compensación reintegro tú cambiar si producto ganado mismo día total pasar si querer pasar él mal sentir preso saque fly bondi
Emilio Medianero,1.0,0.0,todo nefasto check in aterrizaje compra montón cosa perder montón tiempo retrasar 2h salida vuelo azafata atender si arrear vaca falta escupir tú cara mientras atender si valorar salud coronario nunca tomar vuelo flybondi
Sebastián C,1.0,0.0,viajar flybondi significar vuelo suspendido cancelado flybondi siempre suspender vuelo hacer viajar hora más convenir pasar último 4 oportunidad viaje aerolínea si poder viajar cualquiera cosa adicionalmente atención cliente pésimo contestar teléfono nunca evacuar duda cumplir avisar antelación modificación vuelo realmente desastre
Coastal38000684412,1.0,0.0,tener libertad prometer cualquiera cosa consecuencia ser querer meter demanda judicial todavía salir vuelo hacer calentar impresentable 2 cambio horario ir obligar tener coordinar multiple vez cuestión resuelto llevar aeropuerto 70km ubicación recibir buen aire considerar tiempo perdido
P-A N,1.0,0.0,¡ el peor aerolínea robar todo vidapara ser evitar old boeing 737 década 1980 vuelo cancelado previo aviso imposible obtener reembolsoaprender vuelo martes 5 marzo 0750 hfue cancelado vez llegar aeropuerto eze buen airesme ofrecer regresar vuelo 300 pmel mismo día finalmente despegar 400 pmel miércoles 6 marzo llegar vuelo foi 5103 610 pm cancelado bien escrito cancelado pantalla aeropuerto puerto iguazualrededor 500 pm recibir aviso flybondi informar yo vuelo cancelado ahora lugar 200 a they nocheya comprado boleto robo compañía aerolino argentino preguntar después dos cancelación vuelo dos día esperar próximo vuelo flybondi aeropuerto poco servicio distante ciudadfinalmente respuesta flybondi solicitud reembolso pesar hecho aviso cancelación vuelo 5103 decir poder obtener reembolsode lejos peor aerolínea 50 robado vida
Olesja A,1.0,0.0,¡ ausentarseterrible airline companyrear varios cambio salido luego cancelar día salidano recomendado
John W,1.0,0.0,estar comprar putsesto compañía ir doblaresta aerolínea menos confiable viajar parte posterior mulalo interfaz usuario cambiar frecuencia línea vuelo partir según programado aerolínea negar compensar cualquiera pérdida dinero alojamiento viaje incluso si retrasar vuelo varios día
Chestela,3.0,0.0,servicio acuerdo expectativa low cost buen relación costoservicio hacer check in 48 hora luego 24 hora revisar vuelo verificar horario si realizar check in cargaste mail celular caso cambiar horario avisar suerte sólo cambiar horario vez modificar aeropuerto volar bien horario alternativo ofrecido
Manuel L,1.0,0.0,desastre desastre total nunca primero ultimo vez cambiar horario varios vez complicar elresto traslado importar nada
Jason A,1.0,0.0,terrible aerolínea aspectossi preguntar si malo crítica cierto poder decir sonreservar vuelo ba saltar cancelar sólo uno hora despeguey demás advertir responder ninguno comunicaciónno recibido ninguno reembolsogrupo estafadorespor supuesto comprar vuelo alternativo saltar costar fortuna último minutono voler flybondielija aerolínea
FATY,1.0,0.0,huirf él dos vuelo cancelado nunca reembolsado ​​por 1 mes hacer solicitud dudoso gogle aún acabar serio huir
Chela S,1.0,0.0,el peor aerolíneaesta ser realmente peor experiencia vuelohago hagar tomer flybondiel boleto avión barato terminar pagar mucho manera 22 bolsa vuelo mover último minuto respuesta cambiar vuelo pesar llamar enviar correo electrónico día semanaesta aerolínea desastre absoluto detener ser
Martu Roselló 👑,2.0,0.0,paupérrimo desastre personal aeropuerto qr hacer check in web valer aclarar pagar asiento dejar hacer gratuito llego aeropuerto río janeiro andar qr máquina pre embarque entrar despachar así idea aprovechar vip final poder sólo rato empresa flybondi decepción escritorio nadie atender nadie decir aeropuerto arrancar trabajar 15hs vergüenza personal despejar duda llegar 2 persona empresa rato bastante tarde 15hs llegar señora trabajar empezar después atender ciento persona mismo situación gente seguir utilizar aerolínea económico realmente valer pena pagar menos tener tanto problema increíble cancelado pospuesto horario viaje hablar avión asiento dar lástima único buen tripulación cabina gracia vuelo ameno leandro tripulación 100 genio total
Proda A,1.0,0.0,no poder confiartir reprogramar cancelar cancelar vuelo semana santo día feriado contado poder pretender reprogramar tú 4 día después fecha comprastar
Patricio A,1.0,0.0,terrible aerolíneaterrible company nunca cobrar caja vino adicional aerolínea hacencado kilo extra cargado sobrepeso robo carreterasauar ser él
Javier C,1.0,0.0,fly bondi peor aerolineatuve viajar mañana 315 a they llegar buen aire 510 amen alguno momento reprogramar vuelosaldr 2120 si vanunca recibir correo electrónico hablar remarilidadme dar contar oportunidad buscar hora llegadauno vergüenza totaly primero vez éxitoluego intentar llamar 0800 891 2754 cifra web flybondillama ​​cuando responder conexión caetraté llamar número argentino disco requerir documentación oh arrancar decir reconocer cuelgano nadie duda comunicante aclaratoriasy desastre totallo hora cambiar sólo hora tomar vuelotodavía perder díaporque tramitación hacer viernes ahora sólo llegar nochela peor airlinea viajar vida
sergio307,1.0,0.0,no recomer pésimo servicio problema nadie responder cancelar dos vez vuelo nunca reprogramar dar fecha varios día perder vacaciones tardar contestar
5travellers602013,1.0,0.0,basco aerolínea bajo costocompré 6 boleto través bookingcom decir artículo personal bolsomochila ajustar debajo asiento incluir bolsa transporte en consecuencia comprar equipaje checked sitio web flybondi cuando mostrador decir sólo incluir artículo personalno preparado aceptar sitio web bookingcom imprimir equipaje transporte incluir insistir pagar esono opción pagar mostrador ¡ completamente decepcionado actitud servicio
Voyage31428682449,1.0,0.0,no user usesla dos vez retrasado 2 horasesta vez perder conexión flybondi negar ayudar costo nuevo conexión
Nicolas G,1.0,0.0,estafador viajar flybondi fulero estafador ladrón guante blanco cualquiera apelativo recibido merecer ¡ haber hacer mérito promediar menos 2 punto google maps pero contar experiencia preciso dato saber conclusión casi mes viaje 24123 respecto pasaje comprar principio agosto 2023 notificar flybondi cambio día horario viaje tucumán pasar familia navidad año nuevo ida pautado originalmente viernes 2212 1850 hs principio noviembre adelantar 1750 hs reprogramar miércoles 2012 720 hs pasaje vuelta pautado martes 2012024 2230 hs informar cambiar 3112024 2250 hs arribo después medianoche 101024 el razón reprogramación ‘ problema operativo ' ¿ ¿ uno mes raro notar que i pasaje ida saqué poder trabajar todo semana hacer medio jornada viernes cambio pedir yo 3 día vacaciones gozar entonces levantar yo madrugada señora niño ir aeropuerto ii regreso implicar sólo poder pasar año nuevo familia tucumán razón principal saqué pasaje vuelta 2012024 sino además tener viajar avión pleno cambio año nefasto hacer reclamo empresa ofrecer cambio perjudicar monto pagar agosto ajuste alguno 6 vez menos salir pasaje entonces u pasaje dentro siguiente 6 mes servir crisis pensar volver viajar fin 2024 ser error aceptar ofrecimiento cambio pensar si aceptar poder luego reclamar hacer presentación defensa consumidor pensar bastante fundamentado derivar coprec consumo protegido ver riesgo recibir compensación según leer instructivo terminar hacer conciliación deber llegar acuerdo pensar ¿ qué ocurrir si acuerdo aclarar si empresa presentar conciliación pagar multa recibir reclamar llegar conciliación ver confirmar flybondi empresa malo leche fulero presentar joven nombre escuchar silencio luego decir yo instrucción empresa ofrecer yo ¿ él entender oferta hacer inicialmente devolver yo plata dar yo pasaje cambio retirar obviamente postura así imposible llegar acuerdo jugar norma sólo presentar pagar multa no importar si pagar pasaje implicar perder bastante plata endeudar sacar último momento pasaje tucumán menos importar disgusto generar todo situación tener reclamar hacer justicia contar conciliación respuesta yo gustar empresa fundar menos dejar operar argentino ejemplo empresa medio pelo buscar satisfacer cliente sino forma hacer caja mi sugerencia viajar flybondi yapa poder contar él gente verídico historia
Ailen F,2.0,0.0,si viajar flybondi correr riesgo perder vuelo negligencia empresa hacer cargo experiencia nefasto viajar flybondi haber sacar pasaje 2 mes anticipación vuelo programado 1710hs siempre pedir 3hs entonces salir casa 11am vivo lejos aeropuerto uno semana vuelo dar entrar ver dato vuelo cambiar avisar yo mismo día 11am hacer difícil salir 530am llegar aeropuerto comunicar empresa usar motivo atender después char él reprogramar tarde día vuelo dar cuenta dar asiento separado cualquiera lugar avión en fin desastre si dar hacer checkin presencial sólo perder vuelo sino dinero pasaje empresa hacer cargo error importar dejar tirado gente
hugo c,1.0,0.0,pésimo desastre 4 hora demorar aerolinea arg salir problemasibamo aeroparque terminar ezeiza día interminableyenenenenenenenenenen compromiso amigo cancelarno voler chantasel ente regulador deber suspender impresentable
4family,1.0,0.0,terrible servicioel vuelo retrasar primero vez 25 minuto luego retrasar 1 hora abordar tanto lento desorganizado despegar incluso tardele preguntar azafata si poder salir primero tomar próximo vuelo decir poder hacer llegar momento después aterrizar ayudar yo ofrecer llamar aerolínea puerta saber estábamospróximo pesar inicialmente escala 25 hora vuelo perder próximo vuelo pagar 3900 boleto nuevo vuelo perdimosviajar el seguro parecer pagar vuelo perdido recomprar nuevo vuelo ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡
karina g,1.0,0.0,flybondy estafadoreste dejar tirado estafadoresno gastar dinero estafa compañíaviajaba dos hora explicación anular cuestión operativo vuelosin explicacionesgarco garca garco atender teléfono ofrecer alternativa viajar horario teníaperdi alojamiento pago etcétera etcétera ojalar quiebrengarcas impune
Pathfinder797006,1.0,0.0,horrible experiencia peor experiencia aerolínea pésimo experiencia vuelo atrasar 7 hora perder vuelo conexión perder dinero hotel reservado incurrir muchísimo gasto demorar cual reembolsar persona servicio cliente puerto iguazú patricio sumamente grosero nadie asumir responsabilidad contestar teléfono supuesto servicio cliente responder emails asumir gasto incurrir debido irresponsabilidad mucho persona quedar varado buen aire perder vuelo conexión compañía completo estafa si poder dirigir aerolínea responsablemente mejor váyan dejar dañar él vacaciones persona
Cassio Melo,5.0,0.0,excelente costo x beneficio quejar él ambos vuelo retrasar tranquilotripulación simpático ambos vuelosrecomendar costo x beneficio
silhfassi,1.0,0.0,no voler flybondi anoche cancelar vuelo mendoza salir hoy 815 hs atender ninguno canal decir tener mucho queja embargo seguir operar nadie hacer cargo estafa solamente deber devolver dinero sino deber existir compensación cubrir gasto reserva hotel auto etcétera daño moral causado nunca empresa
Fernán M,1.0,0.0,desastre comprar noviembre enero cancelar 3 día después pelear yo conseguir cambio marzo 1 día vuelo cancelar vez chiste
Lorenzo S,1.0,0.0,cancelación constante ¡ tener cuidadoesta estafa aerolínealo broma si realmente vuelo día determinadocancencenciones seguridad poder apostar él este ejemplo cómo comprar barato siempre terminar costosono usar aerolínea argentino
Giselle,3.0,0.0,no manera asegurar horario salido saber cumplir casi nunca tener cuenta vuelo poder salir dentro 24 hs fecha original dicho barato aerolínea contar situación decir reprogramar casi vuelo 68 hs demorar casi día si contar tanto mal si tener conexión tener llegar fecha hora exacto recomer si fecha relativamente flexible decir molestar quedar tú noche uno cuanta hora saber seguramente reprogramir vuelo 68hs horario original tú dar opción cambiar vuelo riesgo pasar mismo devolvertir dinero cosa q argentino inflación prácticamente inviable devolver parte q pagar comprastar devolver impuesto tasa menos interés
Lord B,1.0,0.0,¡ absolutamente terrible ¡ horribleno asiento vuelo pagado registrar líneaentonce hacer esperar lado puerta embarque esperanza alguien presente
Campo V,1.0,0.0,uno basura pésimo cagn cancelar vuelo dejándotar tirado opción pésimo poner él calificación delincuente deber poder operar cancelar vuelo jodete quedar tirado cualquiera lado reprogramar dentro 4 día basura aerolínea jamás ir volver viajar estafador
Henricus S,2.0,0.0,nunca flybondiel vuelo pospuesto 4 hora perder vuelo diferente bano reservado juntosreservado nuevo vuelo aerolíneasolo opción reservar nuevo vuelo necesitar vuelo casa nuevamente aunque poder mostrar hombre formulario poder recuperar dinero
Gerard M,1.0,0.0,lamentable gestión flybondi 28 país planeta tierra vida encontrado compañía tanto nefasto flybondi vuelo inicial 0610 pasar 0710 mismo noche vuelo 0230 mientras gente dormir informar vuelo salir 1115 1054 aun entrar nadie avión voler flybondi
Sara S,1.0,0.0,vuelo cancelado siete hora vuelo llegar notificación cancelación razón operativo línea atención simplemente funcionar llegar mostrador aeropuerto brindar opción cambio vuelo conexión hacia chile después insistir reubicar aerolínea embargo seguro menos 90 pasajero contar suerte
Brian C,1.0,0.0,horrible horrible temi vida viajo avión desperfecto mucho turbulencia experiencia traumáticalo barato salir caro ojalá pasar ver pronto ocurrir accidente avionesno seguro viajar avión
Veronica N,2.0,0.0,malo atención rotura equipaje personal aeropuerto córdobo atender mal después esperar el lugar físico querer tomar reclamo valija rota mirar decir desgaste
Raul L,2.0,0.0,olvidar flybondi cia low cost low atencionlowempatia low todo él importar pasajero bajo mascara linea barato moderno ocultar deficiencia malo tratosnunca más vuelo flybondi
Lina Z,1.0,0.0,"cuidado seguro viajar flybondi flybondi caso cancelar vuelo fo5108 ida buen aire iguazú 1 día retraso regreso fo5109 iguazú buen airescon 2 día retraso ofrecer hospedaje alimentación nuevo fecha devolución dineroque ahora respuesta compensar paquete turístico hotel conexión viaje cualquiera plan debi comprar vuelo 10 vez caro aerolínea poder regresar cumplir compromiso noticia cancelación decir naturalidad tal parecer práctica normalizado punto funcionario decir "" legalmente poder hacer "" aun conocer daño pasajero empatía alguno flybondi aerolínea seguro"
Johan J,1.0,0.0,no viajar flybondi viajar flybondi vuelo ida regreso cancelado deber comprar boleto aerolínea perder conexión sobrecosto imagino flybondi decir responder devolución dinero valor tiquete comprado llenar formulario responder generar ninguno ticket reclamo totalmente incierto flybondi asco
Juliana K,1.0,0.0,el peor empresa tiempo ¡ el peor empresa tiempospagar equipaje proceso cheque abordar cobrar nuevamente alegar pagado comedor enviar equipaje manualnadie decir cheque ¡ tener cuenta extra boleto caro compañía regularesmuyo pobre apoyo cliente retraso vagabundo hacer él pagar dinero
Sara B,4.0,0.0,mucho recomendable buen servicio puntualidad recomiendoque asignar último asiento si dar recomendable costo beneficio servicial tripulación saluo puntualmente llego 10 minuto anticipación recomer q asignar último asiento si disponibilidad
Juan M,1.0,0.0,horrible viajar aerolínea cancela vuelo minuto siquiera avisar horrible experiencia viajar 2 vez aerolínea primero perder equipaje hacer él cargo cubrir ninguno costo segundo vez cancelar vuelo vuelta dejar yo varado
Hernán V,1.0,0.0,vergonzoso servicio deplorable ser único aerolinea cancelo vuelo causa tormenta el único solución ofrecer reprogramar 72 hora vuelo 3 día esperar disponer reconocer hacer cargo problema él peor siquiera responder medio comunicación supuestamente correo electronico teléfono ser barato lamentablemente pagar servicio malo sangre hacer no minimar idea organización resolución problema
Silvia v,5.0,0.0,buen puntual sorprender puntualidad empresa hacer mismo recorrido horario respetado
