name,experience,rating,review_text,likes,review_title,Unnamed: 4,Unnamed: 5
Gustavo L,,1,Me demoraron mas de 7 hs el vuelo a menos de 24 hs de viajar. Las opciones de reembolso o cambio son malisimas                    .............,,Pesimo servcio,,
Sacha D,,5,"During our trip through South America we used Flybondi several times. The specific flight here we flew from Iguazu to Ushuaia with a 6h stop in Buenos Aires (enough time to leave the airport for some food). In our experience they were great. The flights were on time and if anything left early as the boarding was efficient. 
When you book with Flybondi you need to understand that this is the Ryanair of South America. They are cheaper than other airlines so the service on the plane is a bit more basic but it was clean and the seats and space you have on the plane is no different than other South American airlines.",,Flybondi are great. Remember they are the Ryanair of South America manage your expectations,,
berto R,,1,"No te devuelven el dinero y además te llaman para pedirte más. Quieren ganar dinero a tu costa sin darte servicio.
Poca gente tan sinvergüenza he conocido. Ojalá se vayan a pique por ladrones.",,Ladrones,,
Juan E,,1,"La peor compañía del mundo,la peor atencion,no les importa nada.
Nos cambiaron el vuelo un día antes,encima sale demorado,y nos quisieron cobrar exceso por 800 gramos",,Desastre,,
Ana T,,1,"Me parece una vergüenza de compañía. Cancelaron el vuelo sin motivo y no salía otro desde ese aeropuerto hasta pasados dos días.

Solicitamos que nos reasignaran a el siguiente vuelo de la compañía desde el aeropuerto más cercano y nos dijeron que no podían modificar la ruta.

He tenido que abonar YO una noche extra de alojamiento, dos tickets de autobús, cuatro taxis, y un vuelo desde otro aeropuerto con la misma compañía. Además de perder un día de trabajo.

Es una vergüenza absoluta que no te ayuden a gestionar absolutamente NADA ni te den facilidades para asignarte a otro vuelo. He pedido el reembolso para que por lo menos me cubra un mínimo del nuevo vuelo que compré ya que evidentemente salió mucho más caro y NO HE RECIBIDO RESPUESTA.

Tomaré acciones legales como no se pongan en contacto conmigo. Soy socia del club flybondi además de pagar un seguro y para qué? PARA NADA.

No recomiendo en absoluto esta compañía, no tienen un buen trato de atención al cliente y no siquiera cumplen con los mínimos. No solucionan ninguno de los problemas que ocasionan por mucho que pueda perjudicar al cliente.

Ruego que se pongan en contacto conmigo de inmediato y NADIE LO HACE.

Una pésima compañía. Nunca vuelen con ellos, un disgusto y pésima compañía aérea.",,VERGÜENZA DE COMPAÑÍA AÉREA,,
Maria Eugenia p,,5,Excelente servicio. Tanto ida como vuelta los aviones salieron a tiempo. Tenia miedo al leer tantos comentarios negativos. Pero sin dudas volvería a viajar con la empresa.,,Volvería a viajar sin dudas,,
AQUIMENDOZA,,1,"Todavia no viajo, de hecho compre el pasaje el 7 de agosto2024, desde ese entonces ntento modificar el vuelo, o sea lo tenia reservado para el 10-09 y lo necesito para el 11-09, decenas de veces intente hacer el cambio por la pagna de flybondi y goto gate, cero solucion,  imposible hacer el cambio hoy es 24 de agosto y claro como era obvio ya no hay lugar.  intente todo, pagina, el asistente electronico, 0800  todo todo y nada, cero solucion, NO COMPRES FLYBONDI, NO COMPRES POR GOTO GATE , tomate la moelstia es mas caro pero compra en una agencia y si es posible por aerolineas, lo que pagas en precio te ahorras en dolor de cabeza",,FLYBONDI TU PEOR EXPERIENCIA,,
GastonTrezeguet,,1,"Bochornoso, jamás volaré de nuevo y espero que quiebre lo más rápido posible por el pésimo servicio que dan que es lo más parecido a estafa , te cancelan los vuelos y nadie se hace cargo de nada .",,Una ESTAFA,,
Anthony,,1,"They canceled my flight the night before, with less than 24-hours notice. I was already checked in online. Ruined my vacation. I requested a refund from them and, two months later, still have not received anything. This airline scams its customers by canceling your flight and not refunding you anything.",,Airline Scams Customers,,
Chaitanya,,4,"Boarding process was easy, seats were a good side, service was friendly and overall flight was comfy. Everything was on time, so that was good.",,Good Flight and experience,,
Milagros S,,1,"El peor vuelo de mi vida. Todo demorado y a la ida lo re programaron 3 veces. Si tu idea es pasarla bien no saquen pasajes con ellos. Sucio, impuntual. Horrible los define.",,La peor empresa,,
aillennicole,,1,"Mientras que las aerolineas te solicitan como usuario extrema puntualidad para los procedimientos,esta aerolinea siempre presenta demoras para todos sus vuelos",,Tienen mucha demora,,
Chaitanya,,3,"Flight is small, seats are decent size, service is friendly. Boarding process was very unorganized. We got charged for baggage even though we had paid through the site we booked and getting a refund back was a 6month process.
Plane condition was good, clean and well kept. Would recommend if you're getting a really good price.",,"Decent Flight, Experience with baggage not greatest",,
Gabriel B,,1,"Estuvimos hora y media arriba del avión, cuando la tripulación bajaba y subía, no nos comunicaban nada, cuando se dignaron a comunicar, dijieron que salíamos en diez minutos y fueron cuarenta, en total hora y media sin una novedad certera de porque se atraso el viaje",,Una empresa para no recomendar,,
Ney F,,5,"Fomos muito bem atendidos desde a formação da fila até o desembarque. Quero fazer um agradecimento especial a tripulação, a minha filha teve uma crise de ansiedade, estava sentada longe de mim, e prontamente à equipe a levou para a primeira fila e permaneceu acalmando ela até a aterrissagem. Parabéns pelo preparo profissional e humano da tripulação.",,Preparo profissional e humano da tripulação.,,
Denise,,5,"Estabamos muy suspicaces debido a todos los comentarios y debido al nombre de la empresa, pero quiero tomarme este momento para agradecer sinceramente por el servicio que nos otorgaron. Conseguimos con ellos un vuelo a Ushuaia que en Aerolineas Argentinas estaba el doble, de no ser por Flybondi nunca hubiesemos podido permitirnos ese viaje y cumplir nuestro sueño de conocer el sur. Salio a horario y no tuvimos ningun inconveniente, tanto a la ida como a la vuelta. Unos genios.",,VUELO FLYBONDI !,,
Nicolas g,,1,"La primera vez que tengo una malisima experiencia con Flybondi. Me cancelaron el vuelo un día antes, me quise contactar por todos los canales e imposible de conectarme para hacer el reclamo. Pedí el reembolso del mismo y ni me respondieron. Dejen de mentir a la gente y den la cara y devuelvan la plata. Obvio que voy derecho a defensa del consumidor.",,Muy mala,,
Claudio O,,1,"Viajaba el lunes: el domingo me avisaron que se cancelaba el vuelo. Imposible comunicarme telefónicamente, envié dos emails que no me contestaron. Me dejaron colgado en Neuquen. Hoy, Martes 13, vuelvo a Bs As en colectivo. De Flybondy, ni noticias. Nunca más. Cuando llegue a Bs As derecho a defensa del consumidor",,UN DESASTRE,,
Rogerio B,,1,"Foi uma das piores experiências que tivemos:  voos cancelados, muitos atrasos,  aviões em terrível estado.  Realmente não compensa.  Fujam desta empresa !",,Terrível experiência com Flybondi,,
Nadia v,,1,"Flybondi. Een vliegmaatschappij die je een oor aannaait. Mijn vlucht van 22 april 2024 werd 3 keer verplaatst op de dag zelf en daarna geannuleerd door onbekenede reden van Flybondi. Hierna heb ik een mail ontvangen, waarbij mij verzocht werd om een formulier in te vullen, zodat ik mijn refund binnen 30 dagen terug zou krijgen. Tot op heden heb ik nog niets ontvangen. Daarnaast heb ik inmiddels 6 contact verzoeken ingediend om mijn refund request in behandeling te nemen. Helaas tot op heden geen gehoor, alleen een automatisch gegenereerde mail waar ik niets mee kan. 

Ofwel, Flybondi, heeft geld van mij gestolen en daarnaast door de late annulering heb ik extra kosten moeten maken om een nieuwe vlucht te kunnen boeken voor de dag erna. Ik beveel dan ook niemand aan om gebruik te maken van deze maatschappij. De prijzen zijn laag, maar schijn bedriegt. Je krijgt het gewoon niet terug, als de vliegmaatschappij de vlucht annuleert.",,Flybondi. Een vliegmaatschappij die je een oor aannaait.,,
Etevaldo de M,,1,TERRÍVEL! Não viajem de Flybondi. Todos os voos estavam com atraso de no mínimo 4 horas. O meu voo era às 12h15 e saiu às 18h40. Avião péssimo! Atendimento horrível! Funcionários não atendem bem. Foi um “barato” que saiu muito caro. Flybondi NUNCA MAIS!,,Terrível! Não viajem Flybondi.,,
Oscar Alan S,,1,"Una de la peores experiencias que he tenido al viajar en argentina y en cualquier otra. Lo único que mos genero fue malestar y gastar más dinero. Teníamos un viaje de Eze a igua ida y vuelta y lo postergaron 5 minutos de embarcar, cuando ya estábamos en el aeropuerto,"" felizmente "" compramos otro pasaje de EZe a barloche y nos aceptaron el cambio, después viajamos de bariloche a EZe para hacer la conexión de Eze a iguazu y lo volvieron a postergar 4 horas y después lo cancelaron, tuvimos que reclamar en el counter porque nadie responde la linea ni correos, maletar tremendo, cuando ya estábamos  e regreso de iguazu a eze, nos cancelaron el viaje 
nuevamente y nos salia mas economico quedarnos una noche mas en el hospedaje que comprar un pasaje, para esto ya era  estábamos el aeropuerto, después de eso regresamos al hospedaje y al día siguiente despertamos y teníamos 2 reprogramaciones más para el día siguiente a las 18 horas, fuimos al aeropuerto a las 12 y reclamamos para que nos ""hagan el favor"" de volar en un vuelo, no revisan check in mi pasaportes y para terminar metieron a los pasajeros sin saber si habían asientos.",,LO PEOR EXPERIENCIA TERRIBLE LEER,,
Hernán C,,1,"Compre un pack de 5 vuelos, la página para la reserva de vuelos con el ultrapass estuvo cancelada durante 2 meses. En un vuelo me toco asistir a una pasajera (soy medico). El personal de tripulación pidiendo ayuda desesperados, lo único q tenían era un tensiometro y un estetoscopio de juguete. Al aterrizar te piden nombre apellido y número de matricula. No te agradecen, sino que quieren tus datos para desligarse de cualquier inconveniente que le surja al pasajero.
Cambio de aeropuerto de aeroparque a ezeiza, sumado a los retrasos, piensan que con una combi que te lleva a aeroparque resuelven todo. Mi tiempo vale mucho más que el pasaje de la combi. No deberían de poner el aeropuerto al que llegue porq puede ser cualquiera. Y en horarios agregaría al lado la frase (primera intención, probablemente falle). Que manga de basura q son",,"0 confiable, 0 eficiencia, 0 seguridad, 0 puntualidad",,
Johannes,,1,"Avoid flybondi at all cost! I have never experienced such an unprofessional airline. First flight to Buenos aires: there was different flight information regarding time and whether the flight was canceled online and on the screens at the airport. It then turned out later that a wrong airport in Buenos Aires was being flown to. Without any previous information by mail. The airport flown to was much further away from the city (EZE). There was an unmarked shuttle bus provided.Second flight to Jujuy: the screens showed that there would be a delay. In reality it was canceled and postponed to the next day. Again, nobody informed us. We had to stand in line for over 4 hours and all information was taken via WhatsApp. The whole flight took me over 24h! Very unprofessional. Avoid this airline at all cost.",,Don't do it!,,
Nani L,,1,Son muy malos dando servicios intenté comunicarme mil veces de todas maneras y cuando pude comunicarme finalmente por mail me dijeron que no pueden acceder a la reserva(? Entonces??? Denme opciones para recibir ayuda. No puedo creer que exista una atención al cliente tan pésima,,Una porquería,,
antonio a,,1,Estafadores cancelan el vuelo entre en la página para cambiarlo y me quisieron cobrar más del doble por cambiar el vuelo que ellos cancelaron de locos,,Estafa nunca más!!,,
F K,,1,"Cancelan los vuelos al ultimo momento sin avisar, no hay informacion tanpoco despues, nos han enviado en un hotel para 3 horas. 12 horas perdidas en total. Ja mas usare este linea.",,La peor compania de Argentina,,
Susanne,,1,Le vol a été reporté à deux reprises et aussi retardé. J'ai dû trouver un hôtel à 2 heures du matin. C'était il y a 7 mois. A ce jour aucun remboursement de nos frais.,,plus jamais cette compagnie aérienne,,
Martín F,,1,"Estafadores. Nos dejaron varados en Bariloche cancelando el FO5277 sin darnos opcion alguna ni contestar a ninguno de los canales de consulta.
Tuvimos que sacar pasajes en otra aerolinea para volver, pero el mal rato y la sensacion de estar varado sin respuesta no me lo sacan mas. Nunca mas uso esta aerolinea NO USAR FLYBONDI. SON ESTAFADORES",,LO PEOR . ESTAFADORES. NO USEN FLYBONDI,,
Juan Carlos,,1,"They canceled the flight -which I suspected would happen because the plane was half full.
I asked to be re-booked for another flight on the same day at 9 pm which was already full of passengers from the cancelled flight and those from that flight.  I was offered a flight for the next day; which forced me to stay in a hotel in Bs. As. 
NOT ONLY THEY DID NOT RECOGNIZE THE INCONVENIENCE THEY CAUSED BUT I WAS CHARGED AN EXTRA AMOUNT OF MONEY FOR THE TICKET.
I sent several emails to the company but they ignored them systematically.
They charge for absolutely any little thing they can, and to top it off I found myself with others in line at the wrong gate which they had changed minutes before boarding.
I have been traveling for over 40 years and without a doubt THE worst airline I EVER FLEW WITH.",,WORSE OF THE WORSE. TOTALLY UNRELIABLE AND NOT TRUSTAORTHY.  READ REVIEWS!!!,,
Cláudio C,,1,Péssimo atendimento em solo. Mudança de aeroporto avisado com um dia de antecedência. Atraso na partida. Bancos super desconfortáveis. Funcionárias incompetentes.,,Grosseria dos funcionários.,,
Rodrigo O,,1,"Been at the airport inside the plane with a insane high temperature for nearly an hour. 
Don't know they did not switch the air con on. It was a torture",,Sauna plane,,
florencia h,,1,"Viajas con un menor y no miran el documento del niño y si es tu hijo o te lo estás robando !!
Pero ojo ! Tienen una vista de lince para ver si te cobran una mochila de más ! De cuarta . La peor aerolínea recomiendo pagar un poco más e ir en aerolíneas o colectivo … cualquier medio es mejor que 
flybondi",,Ningun control del DNI de un menor de edad !,,
Sebastian A,,1,"El horario lo deciden ellos. Te lo reprograman si tenes suerte, sino lo cancelan. No por nada, es de las peores aerolíneas del mundo. Nunca más. Lo juro",,Mierbondy,,
Sergio M,,1,"Son un desastre. Son un fantasma, sin oficinas. No existen. Para reclamar al 0800 no te atiendenden. Tenés que llamar al *3000 que te cobran $14 +iva el minuto. Te atiende gente que no se si tienen un chicle en la boca. Te cancelan y cambian de día los viajes, Y ves que ponen a la venta tus pasajes !!! Son un asco. Cuando cancelás por su culpa, te quieren cobrar impuestos y tasa de embarque !!! Terminé coprando más caro por otra aerolínea. Al volver se demoró todo hoy 07/07 porque Flybondi DESPISTÓ en Bariloche. Todo patético. Ojalá se fundan y desaparezcan. La verdad pensé que venía algo bueno. Y es una porquería, tarde me enteré que pierden maletas y es común estos desmanes !!!",,Flybondi la LOWBOSTA,,
Marcos Alejandr... O,,1,"Hacen TODO mal. Se cag_n en los pasajeros. Te cambian 27 veces de vuelo, de día, de hora, te hacen cambiar reservas, tr atienden mal... malísimo",,Hacen TODO MAL,,
Sônia L,,1,"Fujam dessa cia area. Péssima, extremamente grosseiros, cancelam o voo e não te dão assistencia. Zero vontade, Péssimo, paguem mais, mas não viajem com eles.",,Péssima,,
Dale R,,5,"Es la cuarte vez que viaje en esta aerolinea y nunca tuve un problema. Los vuelos siempre salieron puntuales y llegaron a horario. Los aviones limpios y la tripulacion muy amables. La relacion, precio, calidad y servicio es muy buena.",,Muy Buen Servicio.,,
Paulo P,,1,"Pior companhia de vôo que existe,péssimo atendimento ao cliente, tivemos vários problemas com eles, nos colocaram em overbooking, nosso vôo era as 9 mudaram para 12:30 e mesmo assim este vôo atrasou uma hora, perdemos o outro vôo que tínhamos as 16:40 e não fizeram nada , absolutamente nada para nos ajudar. Risquem da sua vida está companhia aérea",,Péssima companhia aérea Flybondi,,
Ariel E,,1,"Es una porquería de empresa. Me reprogramaron el viaje y ya no me servía el horario que ellos me daban. La verdad es que no se por que una empresa  así existe. Son unos estafadores. 
Cuando uno acepta los términos y condiciones está aceptando que no te devuelvan nada. El 0 cero recomendable. Ese problema no lo tuve en jetsmart ni Aerolíneas Argentinas.  Aclaro que esas si son recomendables dables",,Flybondi es una empresa indeseable,,
valentinabustos1,,5,"Viajamos desde Buenos Aires a Bariloche.
Tenía muchas dudas y miedo por las malas opiniones que había leído. Pero finalmente salió todo genial.
Solo nos cambiaron el aeropuerto de salida (de Aeroparque a Ezeiza) por posible medida gremial, pero me notificaron 1 día y medio antes del vuelo.
Cumplieron con horarios de salida y llegada perfectamente.",,Muy bueno,,
Verónica D,,1,"El día martes 2 de julio viajé desde Bs As para Bariloche, el paquete lo compré en una empresa y los vuelos era por la aerolínea Flybondi. Viajamos 2 adultos y un niño, desde Uruguay por Buquebus hasta Buenos Aires, al llegar nos estaba esperando un remis que no llevó desde el puerto hasta Aeroparque que era el lugar desde donde salía el vuelo, al llegar al lugar comencé a buscar la puerta para saber desde dónde salíamos, pero en la pantalla de las Partidas decía DESVIACIÓN, cuando leí eso comencé a buscar los puestos de Flybondi para que dijeran desde dónde salía el vuelo y cómo lo solucionaban, al encontrar a las personas encargadas de la atención al público dijeron que había sido reprogramado para Ezeiza por huelga  en la pista y que ellos no se hacían cargo del traslado, que el pasajero debía solucionarlo. Logré conseguir un remis y llegar contra la hora, pero pude abordar el vuelo.
Luego el regreso lo teníamos fijado para el sábado 6 de julio a las 15:25 hs, al llegar al aeropuerto con el check in ya realizado nos informan que el vuelo había sido reprogramado para para 20:55 hs, a raíz de esto se solicitó una solución y lo que hicieron fue cubrir el almuerzo de los 3 y llevarnos a todos para el centro de Bariloche para ""hacer tiempo"". Luego a las 18:30 horas regresamos al aeropuerto y al embarcar consulté sobré cómo hacíamos con la estadía en Bs As ya que a la hora que llegamos no teníamos donde quedarnos y el barco que teníamos marcado ya había salido, además de noche no hay buques para Uruguay, allí las muchachas que nos marcaban el pase de abordar nos dijeron que debíamos enviar un mail a devoluciones@flybondi.com para que nos reintegren el gasto del hospedaje, pero al enviar el mail no se hicieron cargo. Además, tuvimos que pagar una multa porque no abordamos el barco que teníamos marcado.

NO RECOMIENDO ESTA AEROLÍNEA, LO BARATO SALE CARO.",,Pésima aerolínea y servicio. LO BARATO SALE CARO,,
Vacation38464833028,,1,"Péssima companhia, atendimento horrível, bancos extremamente apertados, descaso total com os passageiros, e ainda fomos roubados no aeroporto, tivemos que pagar novamente para levar as malas na cabine.",,Flybondi nunca mais,,
Felix R,,2,On both ways to and from Bariloche they changed my reservation from the Aeroparque (city) airport to the Ezeiza airport further away. On the flight back the change seemed to have included exclusive seats and luggage which I had not requested but excluded cabin luggage which had been paid for. When boarding I had to pay extra 60 dollars. Flybondi never again,,The low cost that becomes expensive,,
Diarles,,1,"Empresa mudou o aeroporto de Destino, não deu maiores explicações, não retornou e-mails, não atende no 0800 para pegar informações. Fui para a viagem sem ter nenhuma certeza de meu voo, foi necessário pagar para mudar o segundo voo que tinha, visto que desci em um aeroporto diferente do qual comprei. Tive custos com transfer e mudança de voo e companhia não deu a menor satisfação. Uma total falta de respeito e ética com as pessoas. Mesmo no Guiche da Companhia ja na Argentina, fui informado que era isso mesmo e que qualquer coisa deveria acionar a empresa posteriormente para tentar reaver algum valor gasto.",,Atendimento nota 0,,
Javier S,,2,"No solo te cambian de horarios los vuelos, sino que cuando quieren te cambian de aeropuerto. Saque pasaje de ida y vuelta desde y hacia aeroparque y me cambiaron los dos vuelos a Ezeiza, por supuesto paro de gremios. Al final, todo lo que me ahorre lo tuve que pagar en transporte hasta y desde Ezeiza, no se hacen cargo de nada. Se cubren con la letra chica la ley que dice que por razones externas a la empresa, no podes hacer nada para obligarlos a que se hagan cargo de de llevarte hasta Aeroparque (por lo menos a la vuelta, la cual era a las 12 de la noche). Estas ""razones externas"", el supuesto paro de gremios, era incomprobable, encima, en la pantalla de vuelos del aeropuerto, se podia ver claramente como si habian salidas y llegadas a Aeroparque, osea que el problema era de Flybondi con los gremios. Eso no es mi culpa, y cubriendose con esa excusa no se hicieron cargo de mi transporte. Conclusion, lo barato sale caro, fijense en los costos de un vuelo de flybondi y a eso agregenle minimo un 50% mas, ya sea en traslado a cualquier aeropuero que no sea el que elegiste (con la excusa de las razones externas, sacas a Mendoza y te dejan en San Luis), o tambien por las cancelaciones que son muy frecuentes, lo que te hace perder tiempo y puede ser trasladado al precio total. Un desastre.",,Muy mala,,
BjoernOlavSolli,,1,"I recommend to never use this airline. You might save some money if they actually fly according to your booking, but it is not worth the bet!!!

Stay away unless you have to save some money and are totally flexible on which dates you actually depart and return and do not care if you get your money back or not when they cancel the flight  - this happens often.... 

It is almost impossible to call them and you do not get an answer when you send emails. We had to travel 4 persons with luggage to the airport to find somebody to talk to even if  we knew the flight was already cancelled. They cancel a lot of flights and offer a new flight maybe next day (sometimes with further delays). This is what they offer. If you have to fly on the actual date, you have to book and pay for something else and do not get your money back from Flybondi for the original ticket or the resulting backup. In my opinion this is close to fraud. No communication possible, I recommend to never use them!",,Do never use Flybondi,,
Luis G,,1,"Pésimo, nos cambiaron el horario y nos mandaron a Ezeiza, d we bida y vuelta. Pagué más caro el Uber que el pasaje. El nivel de seguridad es MUY MALO, no controlan nada!",,"Pésima experiencia, última vez!",,
Gustavo G,,1,"El 28/6 cancelaron el vuelo del 29/6 y no recibí opción de reprogramar. El mail dice: completa el formulario para otro vieja, pedí un voucher o la devolución de lo que pagaste. Completé para la devolución. Llamé el 28/6 al número que dice el mail pero no reconocía mi dni, así que tuve que llamar al *3000 que es pago, y después de una hora me atendieron ($14 + iva el minuto) y me dijeron que ellos pueden cancelar cuando desean, y que pida la devolución del dinero. Mi vuelta costó 5 veces más de lo que me van a devolver, porque lo saqué con mucho tiempo de anticipación. 
Hoy 6/7 llamo para consultar qué pasó con la devolución, y tuvieron que reconstruir todo el itinerario porque había desaparecido la reserva... Otra hora y media paga al teléfono... Finalmente, me devuelven $48.000 de los $65000 que pagué hace 6 meses, y el viaje en otra aerolinea me costó $300.000. Entre teléfono y nuevos aereos, la joda FlyBondi me costó $260.000 aprox más mis casi 3 horas al teléfono... Encima en 30 días se acredita mi dinero devuelto en mi tarjeta de Crédito... 
BIENVENIDO A FLYBONDI, LA LIBERTAD DE VOLAR... NUNCA MÁS",,"Lo barato cuesta caro... No sos bienvenido a Flybondi, y no es libertad de volar...",,
Integralmente S,,1,"No recomendaría viajar por esta aerolínea a ninguno de mis conocidos. Cancelaron el vuelo de vuelta, imposible comunicarse con el centro de atención al cliente. Cuando logre hacerlo no se permite desde un celular. Tuve que llamar a un familiar para que lo haga desde una computadora. Me generó mayores gastos, dado que el vuelo que pude conseguir iba a Ezeiza en vez de Aeroparque. Al llegar a Ezeiza, entregaron el equipaje antes que los pasajeros lograramos estar presente, por lo tanto, nuestro equipaje estaba en la cinta, sin nadie que lo controlara. Pagamos el equipaje de 12 kg, 27000 pesos, por lo tanto de low cost, no tiene absolutamente nada!!",,Para el olvido esta Aerolinea.,,
Germán C,,1,"Compañía que no valora la salud, el turismo ni el desarrollo laboral. Sin puntualidad y en una trampa permanente no hay desarrollo. Hacen perder turnos, médicos,  reuniones laborales y tiempo de disfrute a Turistas que eligieron Argentina.  No comprar !!!",,Compañías que no piensan en su cliente.,,
Camila Belén Q,,1,"Mi vuelo era viernes 4.30, salio 16.30, o sea un dia perdido de viaje, llego al aeropuerto, todo super bien ok.. A la vuelta, otro cambio, en vez de ezeiza, a aeroparque, ok.. salia a las 12.05, termino saliendo 12.45, y cuando llegamos a aeropaque, las maletas no las entregaba intercargo. Si bien no es ""culpa de la empresa"" era la unica aerolinea que tenia problemas de carga de valijas. El resto de otros vuelos, se iban con sus valijas tranquilos. cuarenta minutos esperando.. un desastre, la escapada mas estresante . El espacio en el avion, DESASTRE hecho para niños, o gente con piernas de 20 cm, sino no se explica. Lo unico bueno es el personal, es servicio es PESIMO.",,no recomendable,,
Leandro G R,,1,Un desastre la atención del personal. Además me cobraron FORTUNA por unos kg de mas del equipaje. Jamas me avisaron del monto extra. Horrible experiencia. Son malísimos. Al menos los que me atendieron. La rubia azafata la mas linda de todas.,,Pésima atención,,
Wanderer09952738176,,1,"No respetan los horarios de los vuelos, los cancelan y cambian los aeropuertos de llegada.
Un desastre si necesitas llegar a horario.",,NO CUMPLEN LOS HORARIOS Y LO CONTRATADO,,
Ministerio t,,1,"Flybondi son un chorros, nos robaron el vuelo a Bariloche de Buenos Aires. Y no nos dieron comprobante , no viajen en Flybondi porque van a a ser estafados.",,Estafado por Flybondi,,
Rodrigo A,,1,"Recomiendo no usar esta empresa. 20 días antes del vuelo lo cancelaron y reprogramaron para la hora que ellos eligieron. Tuve que pagar un extra para cambiarlo a otra fecha y horario que me sirva. 4 días antes del vuelo lo volvieron a cancelar y esta vez la página web no funciona, asi que ni siquiera lo puedo reprogramar.",,Pésimo.,,
Pablo G,,1,"Lo peor de lo peor en aerolineas, pesima atención y no existe un solo vuelo en tiempo y forma. No respetan al cliente no respetan horarios y no respetan nada",,Que cierren ya mismo,,
Travel59929753284,,1,"PESIMA AEROLINEA. VIVE REPROGRAMANDO VUELOS. NUNCA CUMPLEN CON EL HORARIO DE VUELO QUE UNO COMPRA.

SON UNOS IMPORVISADOS. PESIMA ATENCION",,NUNCA RESPETAN LOS HORARIOS DE VUELO,,
Carla S,,1,"Pésimo!!!!! realmente se ríen de los pasajeros, NUNCA MAS viajar con Fly Bondi, mi hijo perdió su vuelo intenacional por confiar en ustedes, le cambiaron el horario de salida dos veces el mimo día sabiendo que el vuelo NO IBA A SALIR!!!!! y encima ante el reclamo te tratan mal, ustedes son los responsables ya que si nos hubiesen avisado desde un principio teníamos tiempo de llevarlo nosotros a Buenos Aires. Una incompetencia terrible, son estafadores y ni les importa las consecuencias de lo que hacen, en qué estado está la persona que tiene que viajar y el daño que le ocacionan no sólo económico sino en el desarrollo de su vida diaria.  Los hago responsables del dineral que tuvimos que gastar en pagar la multa del pasaje internacional, del nuevo vuelo en una emporesa seria para llegar seguro  a Buenos Aires y poder abordar el nuevo vuelo internacional, sumado a los gastos que ocacionó estar una semana más en Córdoba, a todo esto ya mandé muuuuchos sreclamos y no tuve respuesta de la empresa. Increíble.",,Me siento ESTAFADA,,
gaston m,,1,"Yo y 3 amigos más compramos pasajes un mes antes del vuelo, desde Córdoba hacia Bariloche. UN DIA ANTES nos cancelaron el vuelo por ""cuestiones operativas"" sin dar más explicaciones sobre la cancelación. Encima de eso NO respondían los llamados al número de atención al cliente que ellos mismos proporcionaron, y por último, cuando llené el formulario para recibir un reembolso por los vuelos NUNCA se me reembolsó. Es increíble que puedan estafar a la gente tan tranquilamente, cuidado!",,ESTAFA,,
Leonardo B,,1,vuelos cancelados por problemas operativos...Mientras la competencia (Aerolineas Argentinas) trabajaba con normalidad!,,Una porqueria sin equipamiento!,,
mickeycastellano,,1,"Both trips, to go to Iguazu and back to Buenos Aires, people were gathered at the gate, and had to wait 20 minutes until the first employee from Flybondi arrived. A shame. At the return flight, they did not allowed me to handle one golf fiber club to the flight attendance, but when on board, there were metal crutches inside the airplane. Please travel with other companies.",,Bad experience,,
bernardo m,,1,"Volo posticipato sempre senza preavviso, da mangiare un panino e via…. Bugiardi come pochi…. Non prendetela per nessun modo",,Bugiardi,,
Conor M,,1,"Do. Not. Travel. I’ve used budget airlines in different locations often, but these are the worst by far. Flight cancelled last minute. Months and multiple queries later there’s still no sign of acknowledgement, let alone a refund",,Avoid at all costs,,
María G,,1,Esta empresa es una estafa NO LA USEN aunque sea económica Nos reprogramaron el viaje sin avisar Reprogramamos para otra fecha y la noche anterior lo cancelaron Pedimos reembolso y te devuelven monedas VERGONZOSO Al final lo barato sale caro NO LA USENNNN,,Una pésima experiencia,,
Natalí G,,1,"no compren en esta empresa, ni aunque les parezca barato! Van a terminar pagando el doble como le pasó a mi cuando cancelan el vuelo, encima es imposible comunicarse con su call center .  Desastre",,PEOR EMPRESA! NO COMPREN ES UN ENGAÑO,,
Travel14033350475,,1,Pésimo servicio. REPROGRAMACIÓN permanente de vuelos. Dos veces cambiaron horarios del vuelo pactado. Sin atención al cliente ni respuesta a mails.,,Mal servicio por no cumplimiento de horarios y reprogramaciones.,,
Departure19364651379,,3,"En vuelos internacionales es impecable, muy puntuales. Y el servicio esta a la altura de una low cost, no se pide demasiado. Ahora en los nacionales, un desastre, 2 hs de fila para despachar, en 24 hs 4 reprogramaciones, estás todo el día esperando en el aeropuerto y aún así sale tarde el avión. No hay mayores diferencias de precios con otras aerolíneas. No es un servicio confiable.",,Poco recomendable en los viajes nacionales.,,
Victor M,,1,Horrible experiencia. Me retrasaron el vuelo más de 8 horas sin siquiera proporcionarme algún incentivo por toda esa espera. Esto me trabajo altos costos para mi por temas de logística en Buenos Aires.  Recomiendo no volar en esta aerolinea así sea lo más barato ya que sale caro.,,Horrible experiencia,,
Guilherme K,,1,"Meu vôo foi cancelado 12h antes do vôo, mas me deixaram fazer check in pouco antes. Na fila de 5h para tentar resolver conversamos com inúmeras pessoas com o mesmo problema, inclusive pessoas que já estavam tentando a segunda remarcação porque havia sido cancelado pela segunda vez.",,"Cancelamento da viagem ""por problemas operacionais""",,
